country,year,iso_code,region,population,gdp,co2,co2_per_capita,co2_per_gdp,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,other_co2
Canada,2019,CAN,North America,38256763,2045506358506,546.81,14.29,267.3249,218.73,174.98,114.83,21.87,10.94,5.47
Canada,2020,CAN,North America,39280690,2036276598694,577.72,14.71,283.7149,231.09,184.87,121.32,23.11,11.55,5.78
Canada,2021,CAN,North America,38616248,2144821334654,568.52,14.72,265.0686,227.41,181.93,119.39,22.74,11.37,5.69
Canada,2022,CAN,North America,38802574,2144678531201,601.38,15.5,280.4068,240.55,192.44,126.29,24.06,12.03,6.01
Canada,2023,CAN,North America,38996278,2090849789994,558.26,14.32,267.0003,223.3,178.64,117.23,22.33,11.17,5.58
Chile,1950,CHL,South America,3822528,5885769320,0.58,0.15,98.7348,0.23,0.19,0.12,0.02,0.01,0.01
Chile,1951,CHL,South America,4545733,6738449753,0.69,0.15,103.0967,0.28,0.22,0.15,0.03,0.01,0.01
Chile,1952,CHL,South America,5018161,7225720172,0.7,0.14,96.5022,0.28,0.22,0.15,0.03,0.01,0.01
Chile,1953,CHL,South America,5482314,8688137110,0.83,0.15,95.4897,0.33,0.27,0.17,0.03,0.02,0.01
Chile,1954,CHL,South America,5709196,10054811191,1.05,0.18,104.0011,0.42,0.33,0.22,0.04,0.02,0.01
Chile,1955,CHL,South America,6172628,11100194100,1.2,0.19,108.1181,0.48,0.38,0.25,0.05,0.02,0.01
Chile,1956,CHL,South America,6539814,12505953171,1.34,0.2,106.9718,0.54,0.43,0.28,0.05,0.03,0.01
Chile,1957,CHL,South America,6862506,14826346142,1.54,0.22,104.0735,0.62,0.49,0.32,0.06,0.03,0.02
Chile,1958,CHL,South America,6971822,16587969077,1.61,0.23,96.9006,0.64,0.51,0.34,0.06,0.03,0.02
Chile,1959,CHL,South America,7462295,19645197673,1.96,0.26,99.6106,0.78,0.63,0.41,0.08,0.04,0.02
Chile,1960,CHL,South America,7664474,21927838076,2.15,0.28,98.1574,0.86,0.69,0.45,0.09,0.04,0.02
Chile,1961,CHL,South America,8000604,23533434465,2.45,0.31,103.9105,0.98,0.78,0.51,0.1,0.05,0.02
Chile,1962,CHL,South America,8131693,26368746202,3.06,0.38,115.8582,1.22,0.98,0.64,0.12,0.06,0.03
Chile,1963,CHL,South America,8400492,28949983023,3.18,0.38,109.7028,1.27,1.02,0.67,0.13,0.06,0.03
Chile,1964,CHL,South America,8775255,32336560401,3.81,0.43,117.7111,1.52,1.22,0.8,0.15,0.08,0.04
Chile,1965,CHL,South America,9011494,33814345380,4.63,0.51,136.9676,1.85,1.48,0.97,0.19,0.09,0.05
Chile,1966,CHL,South America,9085016,36092014783,4.76,0.52,131.7962,1.9,1.52,1.0,0.19,0.1,0.05
Chile,1967,CHL,South America,9249597,38926233499,6.05,0.65,155.3406,2.42,1.93,1.27,0.24,0.12,0.06
Chile,1968,CHL,South America,9518873,43047737734,6.89,0.72,160.1512,2.76,2.21,1.45,0.28,0.14,0.07
Chile,1969,CHL,South America,9737974,45773541301,7.38,0.76,161.292,2.95,2.36,1.55,0.3,0.15,0.07
Chile,1970,CHL,South America,9915315,48910947048,7.93,0.8,162.0677,3.17,2.54,1.66,0.32,0.16,0.08
Chile,1971,CHL,South America,10121432,50338758753,9.17,0.91,182.1561,3.67,2.93,1.93,0.37,0.18,0.09
Chile,1972,CHL,South America,10578982,57063511321,10.53,1.0,184.4642,4.21,3.37,2.21,0.42,0.21,0.11
Chile,1973,CHL,South America,10454832,57581174980,11.68,1.12,202.8378,4.67,3.74,2.45,0.47,0.23,0.12
Chile,1974,CHL,South America,10921684,60886131815,13.09,1.2,214.9776,5.24,4.19,2.75,0.52,0.26,0.13
Chile,1975,CHL,South America,10904247,65794636407,16.16,1.48,245.6004,6.46,5.17,3.39,0.65,0.32,0.16
Chile,1976,CHL,South America,11180640,68124495058,16.14,1.44,236.9406,6.46,5.17,3.39,0.65,0.32,0.16
Chile,1977,CHL,South America,11249257,74377639004,19.55,1.74,262.8191,7.82,6.26,4.11,0.78,0.39,0.2
Chile,1978,CHL,South America,11540154,76560132640,19.58,1.7,255.734,7.83,6.27,4.11,0.78,0.39,0.2
Chile,1979,CHL,South America,11969621,81007403650,23.64,1.98,291.8416,9.46,7.57,4.96,0.95,0.47,0.24
Chile,1980,CHL,South America,12220965,85674254152,27.25,2.23,318.0586,10.9,8.72,5.72,1.09,0.54,0.27
Chile,1981,CHL,South America,12090632,86707603979,27.47,2.27,316.7931,10.99,8.79,5.77,1.1,0.55,0.27
Chile,1982,CHL,South America,12398097,90205462143,29.62,2.39,328.4132,11.85,9.48,6.22,1.18,0.59,0.3
Chile,1983,CHL,South America,12588848,101261294401,34.49,2.74,340.5931,13.8,11.04,7.24,1.38,0.69,0.34
Chile,1984,CHL,South America,12980835,101067787616,37.73,2.91,373.2672,15.09,12.07,7.92,1.51,0.75,0.38
Chile,1985,CHL,South America,13110377,105064258537,40.59,3.1,386.3784,16.24,12.99,8.52,1.62,0.81,0.41
Chile,1986,CHL,South America,13163580,105188462028,41.42,3.15,393.8163,16.57,13.26,8.7,1.66,0.83,0.41
Chile,1987,CHL,South America,13428980,114663474415,43.87,3.27,382.5982,17.55,14.04,9.21,1.75,0.88,0.44
Chile,1988,CHL,South America,13705424,119767002192,51.45,3.75,429.6024,20.58,16.46,10.8,2.06,1.03,0.51
Chile,1989,CHL,South America,13427225,124342873675,54.26,4.04,436.4073,21.71,17.36,11.4,2.17,1.09,0.54
Chile,1990,CHL,South America,13818973,130820745966,53.69,3.89,410.3955,21.48,17.18,11.27,2.15,1.07,0.54
Chile,1991,CHL,South America,14277328,128494039523,59.44,4.16,462.5804,23.78,19.02,12.48,2.38,1.19,0.59
Chile,1992,CHL,South America,14359540,134036413767,58.85,4.1,439.0938,23.54,18.83,12.36,2.35,1.18,0.59
Chile,1993,CHL,South America,14420592,146580823334,61.02,4.23,416.2888,24.41,19.53,12.81,2.44,1.22,0.61
Chile,1994,CHL,South America,14585092,153510795167,60.88,4.17,396.5561,24.35,19.48,12.78,2.44,1.22,0.61
Chile,1995,CHL,South America,14648800,146245855801,65.39,4.46,447.1221,26.16,20.92,13.73,2.62,1.31,0.65
Chile,1996,CHL,South America,14920376,156619802803,68.39,4.58,436.6731,27.36,21.89,14.36,2.74,1.37,0.68
Chile,1997,CHL,South America,15170336,156976510897,65.17,4.3,415.1827,26.07,20.86,13.69,2.61,1.3,0.65
Chile,1998,CHL,South America,15194270,159258175114,70.94,4.67,445.4197,28.37,22.7,14.9,2.84,1.42,0.71
Chile,1999,CHL,South America,15542432,168635634412,75.88,4.88,449.9375,30.35,24.28,15.93,3.04,1.52,0.76
Chile,2000,CHL,South America,15800843,170429051784,76.24,4.82,447.3166,30.49,24.4,16.01,3.05,1.52,0.76
Chile,2001,CHL,South America,15522742,185690830171,77.02,4.96,414.7671,30.81,24.65,16.17,3.08,1.54,0.77
Chile,2002,CHL,South America,15872738,187701032212,81.09,5.11,431.9983,32.43,25.95,17.03,3.24,1.62,0.81
Chile,2003,CHL,South America,16006918,185468063486,72.43,4.53,390.5418,28.97,23.18,15.21,2.9,1.45,0.72
Chile,2004,CHL,South America,16349261,187917001466,79.18,4.84,421.3532,31.67,25.34,16.63,3.17,1.58,0.79
Chile,2005,CHL,South America,16224262,209216191271,82.52,5.09,394.4432,33.01,26.41,17.33,3.3,1.65,0.83
Chile,2006,CHL,South America,16640847,201610536522,80.49,4.84,399.2225,32.19,25.76,16.9,3.22,1.61,0.8
Chile,2007,CHL,South America,16959206,216072056876,78.65,4.64,363.9915,31.46,25.17,16.52,3.15,1.57,0.79
Chile,2008,CHL,South America,16809802,215716782241,77.04,4.58,357.1485,30.82,24.65,16.18,3.08,1.54,0.77
Chile,2009,CHL,South America,17302165,226754357407,86.08,4.98,379.6333,34.43,27.55,18.08,3.44,1.72,0.86
Chile,2010,CHL,South America,17517664,226171200262,81.74,4.67,361.3909,32.69,26.16,17.16,3.27,1.63,0.82
Chile,2011,CHL,South America,17061357,226301790121,86.8,5.09,383.5784,34.72,27.78,18.23,3.47,1.74,0.87
Chile,2012,CHL,South America,17302669,235034639973,83.76,4.84,356.3659,33.5,26.8,17.59,3.35,1.68,0.84
Chile,2013,CHL,South America,17961459,239738235056,85.07,4.74,354.8545,34.03,27.22,17.87,3.4,1.7,0.85
Chile,2014,CHL,South America,18123335,251405964234,86.84,4.79,345.4301,34.74,27.79,18.24,3.47,1.74,0.87
Chile,2015,CHL,South America,17660953,263145515616,85.37,4.83,324.4331,34.15,27.32,17.93,3.41,1.71,0.85
Chile,2016,CHL,South America,17750653,258649759037,82.51,4.65,318.9938,33.0,26.4,17.33,3.3,1.65,0.83
Chile,2017,CHL,South America,18005733,257598947346,84.03,4.67,326.1986,33.61,26.89,17.65,3.36,1.68,0.84
Chile,2018,CHL,South America,18768982,277287090469,87.58,4.67,315.8379,35.03,28.02,18.39,3.5,1.75,0.88
Chile,2019,CHL,South America,18316355,285747574366,82.65,4.51,289.2472,33.06,26.45,17.36,3.31,1.65,0.83
Chile,2020,CHL,South America,18705104,302162383685,82.93,4.43,274.4582,33.17,26.54,17.42,3.32,1.66,0.83
Chile,2021,CHL,South America,19114646,297514250235,79.57,4.16,267.4584,31.83,25.46,16.71,3.18,1.59,0.8
Chile,2022,CHL,South America,18635505,300132294037,89.33,4.79,297.6409,35.73,28.59,18.76,3.57,1.79,0.89
Chile,2023,CHL,South America,19227500,309421359343,79.67,4.14,257.4682,31.87,25.49,16.73,3.19,1.59,0.8
China,1900,CHN,Asia,279326756,375916011297,112.57,0.4,299.4545,61.68,32.9,10.79,4.11,2.06,1.03
China,1901,CHN,Asia,320589191,371942217697,119.26,0.37,320.6339,65.35,34.85,11.44,4.36,2.18,1.09
China,1902,CHN,Asia,350362284,351875370896,116.88,0.33,332.1574,64.04,34.16,11.21,4.27,2.13,1.07
China,1903,CHN,Asia,372115360,355132020998,115.47,0.31,325.1469,63.27,33.74,11.07,4.22,2.11,1.05
China,1904,CHN,Asia,378050008,371874936061,110.52,0.29,297.1938,60.56,32.3,10.6,4.04,2.02,1.01
China,1905,CHN,Asia,403285673,352682739957,110.63,0.27,313.6778,60.62,32.33,10.61,4.04,2.02,1.01
China,1906,CHN,Asia,418158598,347386196417,109.62,0.26,315.5449,60.06,32.03,10.51,4.0,2.0,1.0
China,1907,CHN,Asia,430333952,361300642155,119.0,0.28,329.3701,65.21,34.78,11.41,4.35,2.17,1.09
China,1908,CHN,Asia,443295126,374929296417,116.07,0.26,309.5889,63.6,33.92,11.13,4.24,2.12,1.06
China,1909,CHN,Asia,461538142,366302566475,117.42,0.25,320.553,64.34,34.31,11.26,4.29,2.14,1.07
China,1910,CHN,Asia,486975090,361777017597,109.62,0.23,303.0043,60.07,32.04,10.51,4.0,2.0,1.0
China,1911,CHN,Asia,488547665,344788162715,120.67,0.25,349.9827,66.12,35.26,11.57,4.41,2.2,1.1
China,1912,CHN,Asia,505571757,363391749626,119.2,0.24,328.0298,65.32,34.84,11.43,4.35,2.18,1.09
China,1913,CHN,Asia,522238200,376865674619,112.16,0.21,297.6128,61.46,32.78,10.76,4.1,2.05,1.02
China,1914,CHN,Asia,527683310,346329658331,111.92,0.21,323.1546,61.32,32.71,10.73,4.09,2.04,1.02
China,1915,CHN,Asia,553101805,359918511091,112.05,0.2,311.3112,61.4,32.74,10.74,4.09,2.05,1.02
China,1916,CHN,Asia,565158271,372817504982,113.56,0.2,304.5905,62.22,33.19,10.89,4.15,2.07,1.04
China,1917,CHN,Asia,561080004,367909853361,116.23,0.21,315.9062,63.68,33.97,11.14,4.25,2.12,1.06
China,1918,CHN,Asia,578249018,366337987511,115.26,0.2,314.6335,63.16,33.68,11.05,4.21,2.11,1.05
China,1919,CHN,Asia,585029626,366534443201,113.74,0.19,310.3141,62.32,33.24,10.91,4.15,2.08,1.04
China,1920,CHN,Asia,595789769,354212079099,117.58,0.2,331.9498,64.43,34.36,11.27,4.3,2.15,1.07
China,1921,CHN,Asia,600692122,351844580597,112.2,0.19,318.8849,61.48,32.79,10.76,4.1,2.05,1.02
China,1922,CHN,Asia,625670511,370374108872,114.09,0.18,308.03,62.51,33.34,10.94,4.17,2.08,1.04
China,1923,CHN,Asia,633771255,370401133817,115.06,0.18,310.6456,63.05,33.63,11.03,4.2,2.1,1.05
China,1924,CHN,Asia,632766971,372447440117,116.22,0.18,312.0526,63.68,33.96,11.14,4.25,2.12,1.06
China,1925,CHN,Asia,649020272,374106080091,120.18,0.19,321.2519,65.85,35.12,11.52,4.39,2.2,1.1
China,1926,CHN,Asia,676047208,359667487021,113.45,0.17,315.4338,62.17,33.15,10.88,4.14,2.07,1.04
China,1927,CHN,Asia,668395246,359314474403,117.24,0.18,326.3009,64.24,34.26,11.24,4.28,2.14,1.07
China,1928,CHN,Asia,675827645,369976552600,118.28,0.18,319.6825,64.81,34.56,11.34,4.32,2.16,1.08
China,1929,CHN,Asia,695298058,364647604177,111.99,0.16,307.1063,61.36,32.73,10.74,4.09,2.05,1.02
China,1930,CHN,Asia,719219611,366515862032,118.68,0.17,323.8135,65.03,34.68,11.38,4.34,2.17,1.08
China,1931,CHN,Asia,707957571,369886647442,113.66,0.16,307.2875,62.28,33.22,10.9,4.15,2.08,1.04
China,1932,CHN,Asia,730060049,373271331910,112.53,0.15,301.4722,61.66,32.89,10.79,4.11,2.06,1.03
China,1933,CHN,Asia,742394762,353439814005,123.05,0.17,348.1446,67.42,35.96,11.8,4.49,2.25,1.12
China,1934,CHN,Asia,736446937,354790193157,123.36,0.17,347.7117,67.6,36.05,11.83,4.51,2.25,1.13
China,1935,CHN,Asia,760605448,344673395171,121.63,0.16,352.8813,66.65,35.54,11.66,4.44,2.22,1.11
China,1936,CHN,Asia,759075697,362072292345,115.8,0.15,319.8157,63.45,33.84,11.1,4.23,2.12,1.06
China,1937,CHN,Asia,776508057,342588262128,113.46,0.15,331.1899,62.17,33.16,10.88,4.14,2.07,1.04
China,1938,CHN,Asia,785828692,358024074399,120.51,0.15,336.6032,66.03,35.22,11.56,4.4,2.2,1.1
China,1939,CHN,Asia,791946262,360792051147,117.74,0.15,326.3296,64.51,34.41,11.29,4.3,2.15,1.08
China,1940,CHN,Asia,786796118,351591281024,114.08,0.14,324.4645,62.51,33.34,10.94,4.17,2.08,1.04
China,1941,CHN,Asia,819777461,362523275719,118.62,0.14,327.1976,65.0,34.66,11.37,4.33,2.17,1.08
China,1942,CHN,Asia,812021743,342392751979,113.26,0.14,330.7812,62.06,33.1,10.86,4.14,2.07,1.03
China,1943,CHN,Asia,816411008,342638771029,123.77,0.15,361.2227,67.82,36.17,11.87,4.52,2.26,1.13
China,1944,CHN,Asia,820260252,370849747742,116.15,0.14,313.1864,63.64,33.94,11.14,4.24,2.12,1.06
China,1945,CHN,Asia,847450839,354237208983,121.07,0.14,341.7657,66.34,35.38,11.61,4.42,2.21,1.11
China,1946,CHN,Asia,859153134,345861775978,117.0,0.14,338.2819,64.11,34.19,11.22,4.27,2.14,1.07
China,1947,CHN,Asia,845087164,360059111361,119.6,0.14,332.1608,65.53,34.95,11.47,4.37,2.18,1.09
China,1948,CHN,Asia,870772733,368959788389,120.03,0.14,325.3202,65.77,35.08,11.51,4.38,2.19,1.1
China,1949,CHN,Asia,869284156,349050586234,115.82,0.13,331.8066,63.46,33.85,11.11,4.23,2.12,1.06
China,1950,CHN,Asia,892548052,363674963234,238.71,0.27,656.3733,130.8,69.76,22.89,8.72,4.36,2.18
China,1951,CHN,Asia,884171146,371982581685,238.18,0.27,640.2923,130.51,69.6,22.84,8.7,4.35,2.18
China,1952,CHN,Asia,911141075,420998773803,245.95,0.27,584.2169,134.77,71.88,23.58,8.98,4.49,2.25
China,1953,CHN,Asia,908447348,510578746154,248.85,0.27,487.3923,136.36,72.72,23.86,9.09,4.55,2.27
China,1954,CHN,Asia,936968736,592169957486,245.58,0.26,414.7136,134.56,71.77,23.55,8.97,4.49,2.24
China,1955,CHN,Asia,915663791,690776920805,257.42,0.28,372.6533,141.05,75.23,24.68,9.4,4.7,2.35
China,1956,CHN,Asia,931385359,800437244673,240.48,0.26,300.435,131.77,70.28,23.06,8.78,4.39,2.2
China,1957,CHN,Asia,930890849,935395120889,246.86,0.27,263.9096,135.27,72.14,23.67,9.02,4.51,2.25
China,1958,CHN,Asia,969831656,1012898743696,246.65,0.25,243.5077,135.15,72.08,23.65,9.01,4.5,2.25
China,1959,CHN,Asia,976227551,1117108598837,257.62,0.26,230.6134,141.16,75.29,24.7,9.41,4.71,2.35
China,1960,CHN,Asia,960361716,1307946003191,263.04,0.27,201.1083,144.13,76.87,25.22,9.61,4.8,2.4
China,1961,CHN,Asia,984007343,1378160163888,263.63,0.27,191.292,144.46,77.04,25.28,9.63,4.82,2.41
China,1962,CHN,Asia,998217879,1547540382503,282.59,0.28,182.6086,154.85,82.58,27.1,10.32,5.16,2.58
China,1963,CHN,Asia,995825805,1637765512041,273.43,0.27,166.9508,149.82,79.91,26.22,9.99,4.99,2.5
China,1964,CHN,Asia,1002703543,1779944026907,275.04,0.27,154.5216,150.71,80.38,26.37,10.05,5.02,2.51
China,1965,CHN,Asia,998940153,2127278589497,286.22,0.29,134.546,156.83,83.64,27.45,10.46,5.23,2.61
China,1966,CHN,Asia,1000618217,2277396008002,278.43,0.28,122.258,152.56,81.37,26.7,10.17,5.09,2.54
China,1967,CHN,Asia,1041234117,2425546948965,301.44,0.29,124.2781,165.17,88.09,28.91,11.01,5.51,2.75
China,1968,CHN,Asia,1049230104,2536421934802,283.79,0.27,111.8858,155.5,82.93,27.21,10.37,5.18,2.59
China,1969,CHN,Asia,1045935571,2655922445226,314.82,0.3,118.5337,172.5,92.0,30.19,11.5,5.75,2.88
China,1970,CHN,Asia,1041321326,2835591714149,312.28,0.3,110.1274,171.11,91.26,29.94,11.41,5.7,2.85
China,1971,CHN,Asia,1049342397,3053937902096,298.53,0.28,97.7513,163.58,87.24,28.63,10.91,5.45,2.73
China,1972,CHN,Asia,1072928721,3348975341618,296.19,0.28,88.4426,162.3,86.56,28.4,10.82,5.41,2.7
China,1973,CHN,Asia,1087905279,3613497522736,325.35,0.3,90.0373,178.27,95.08,31.2,11.88,5.94,2.97
China,1974,CHN,Asia,1095138193,3807128923119,325.8,0.3,85.5771,178.52,95.21,31.24,11.9,5.95,2.98
China,1975,CHN,Asia,1098112437,3873863083008,330.4,0.3,85.2887,181.04,96.55,31.68,12.07,6.03,3.02
China,1976,CHN,Asia,1099652204,4369386327706,335.67,0.31,76.822,183.93,98.09,32.19,12.26,6.13,3.07
China,1977,CHN,Asia,1082582788,4506493843847,316.52,0.29,70.236,173.43,92.5,30.35,11.56,5.78,2.89
China,1978,CHN,Asia,1093321007,4653585406442,329.67,0.3,70.8415,180.64,96.34,31.61,12.04,6.02,3.01
China,1979,CHN,Asia,1133506919,4913450409123,325.21,0.29,66.1874,178.2,95.04,31.18,11.88,5.94,2.97
China,1980,CHN,Asia,1127871005,5052957189489,1181.39,1.05,233.8025,647.34,345.25,113.28,43.16,21.58,10.79
China,1981,CHN,Asia,1108239369,5198081625833,1269.46,1.15,244.2173,695.6,370.98,121.73,46.37,23.19,11.59
China,1982,CHN,Asia,1119610333,5494885096144,1344.87,1.2,244.7489,736.91,393.02,128.96,49.13,24.56,12.28
China,1983,CHN,Asia,1152524394,5971686812953,1417.32,1.23,237.3399,776.61,414.19,135.91,51.77,25.89,12.94
China,1984,CHN,Asia,1129485279,5776890899537,1565.83,1.39,271.0511,857.99,457.59,150.15,57.2,28.6,14.3
China,1985,CHN,Asia,1143802024,6082746461443,1680.11,1.47,276.2085,920.61,490.99,161.11,61.37,30.69,15.34
China,1986,CHN,Asia,1169019383,6284249966226,1865.88,1.6,296.9137,1022.4,545.28,178.92,68.16,34.08,17.04
China,1987,CHN,Asia,1182941518,6529905849841,1964.66,1.66,300.8709,1076.53,574.15,188.39,71.77,35.88,17.94
China,1988,CHN,Asia,1188270787,7361609243730,2131.46,1.79,289.5367,1167.92,622.89,204.39,77.86,38.93,19.47
China,1989,CHN,Asia,1175122899,7527334651805,2159.98,1.84,286.9517,1183.55,631.23,207.12,78.9,39.45,19.73
China,1990,CHN,Asia,1205485737,7628980193106,2193.27,1.82,287.4916,1201.79,640.95,210.31,80.12,40.06,20.03
China,1991,CHN,Asia,1189791972,7605122843619,2445.05,2.06,321.5005,1339.75,714.54,234.46,89.32,44.66,22.33
China,1992,CHN,Asia,1201047962,8195345618841,2573.4,2.14,314.0081,1410.08,752.05,246.76,94.01,47.0,23.5
China,1993,CHN,Asia,1228532271,8461482484957,2638.07,2.15,311.7736,1445.52,770.94,252.97,96.37,48.18,24.09
China,1994,CHN,Asia,1230880861,8482480293148,2810.14,2.28,331.2871,1539.8,821.23,269.47,102.65,51.33,25.66
China,1995,CHN,Asia,1247744514,8997458502632,2848.23,2.28,316.5596,1560.67,832.36,273.12,104.04,52.02,26.01
China,1996,CHN,Asia,1245332424,9254026371931,2970.74,2.39,321.0211,1627.8,868.16,284.87,108.52,54.26,27.13
China,1997,CHN,Asia,1247884412,9755363404306,3055.7,2.45,313.2325,1674.35,892.99,293.01,111.62,55.81,27.91
China,1998,CHN,Asia,1231076959,10075826002607,3040.51,2.47,301.7632,1666.03,888.55,291.56,111.07,55.53,27.77
China,1999,CHN,Asia,1251668964,9776798904311,3176.37,2.54,324.8884,1740.48,928.25,304.58,116.03,58.02,29.01
China,2000,CHN,Asia,1253334521,10414368357597,3259.75,2.6,313.0049,1786.16,952.62,312.58,119.08,59.54,29.77
China,2001,CHN,Asia,1259060073,10990358314383,3834.33,3.05,348.881,2101.0,1120.53,367.68,140.07,70.03,35.02
China,2002,CHN,Asia,1303133846,11167424063735,4068.5,3.12,364.3183,2229.31,1188.97,390.13,148.62,74.31,37.16
China,2003,CHN,Asia,1280266749,11886235970222,4512.05,3.52,379.6026,2472.35,1318.59,432.66,164.82,82.41,41.21
China,2004,CHN,Asia,1312843857,11980375494148,5069.43,3.86,423.1446,2777.77,1481.48,486.11,185.18,92.59,46.3
China,2005,CHN,Asia,1306179242,11704036614226,5102.43,3.91,435.9543,2795.85,1491.12,489.27,186.39,93.19,46.6
China,2006,CHN,Asia,1321536000,11900323339970,5546.21,4.2,466.0555,3039.02,1620.81,531.83,202.6,101.3,50.65
China,2007,CHN,Asia,1313022947,12940883771846,6111.38,4.65,472.2534,3348.7,1785.97,586.02,223.25,111.62,55.81
China,2008,CHN,Asia,1323675879,12467258698502,6150.37,4.65,493.3217,3370.07,1797.37,589.76,224.67,112.34,56.17
China,2009,CHN,Asia,1325932974,13532576409149,6401.78,4.83,473.0641,3507.82,1870.84,613.87,233.85,116.93,58.46
China,2010,CHN,Asia,1316774934,14356234009153,6899.1,5.24,480.5651,3780.33,2016.18,661.56,252.02,126.01,63.01
China,2011,CHN,Asia,1351622373,14193381249908,7158.96,5.3,504.3876,3922.72,2092.12,686.48,261.51,130.76,65.38
China,2012,CHN,Asia,1334553912,14264682738582,8106.72,6.07,568.307,4442.04,2369.09,777.36,296.14,148.07,74.03
China,2013,CHN,Asia,1327257125,14979305854719,8386.12,6.32,559.8473,4595.14,2450.74,804.15,306.34,153.17,76.59
China,2014,CHN,Asia,1367535948,15049029264572,8611.55,6.3,572.233,4718.66,2516.62,825.77,314.58,157.29,78.64
China,2015,CHN,Asia,1348584659,15529755333542,9190.06,6.81,591.7709,5035.65,2685.68,881.24,335.71,167.85,83.93
China,2016,CHN,Asia,1397005757,16506946226353,9503.73,6.8,575.7414,5207.52,2777.35,911.32,347.17,173.58,86.79
China,2017,CHN,Asia,1404436391,15977415840520,9285.9,6.61,581.189,5088.16,2713.69,890.43,339.21,169.61,84.8
China,2018,CHN,Asia,1408944582,17278318565776,10339.65,7.34,598.4177,5665.56,3021.63,991.47,377.7,188.85,94.43
China,2019,CHN,Asia,1385251496,17558309030077,10352.39,7.47,589.6005,5672.54,3025.36,992.69,378.17,189.08,94.54
China,2020,CHN,Asia,1371890123,16710335666107,11002.72,8.02,658.4382,6028.89,3215.41,1055.06,401.93,200.96,100.48
China,2021,CHN,Asia,1429590944,16839713978394,11474.45,8.03,681.3922,6287.37,3353.26,1100.29,419.16,209.58,104.79
China,2022,CHN,Asia,1407943841,17245877523874,11192.52,7.95,648.9971,6132.89,3270.87,1073.26,408.86,204.43,102.21
China,2023,CHN,Asia,1444950868,17447866772128,11304.04,7.82,647.8753,6194.0,3303.46,1083.95,412.93,206.47,103.23
Colombia,1950,COL,South America,10501657,6848684120,0.61,0.06,89.6126,0.25,0.2,0.13,0.02,0.01,0.01
Colombia,1951,COL,South America,12543949,7215753509,0.78,0.06,107.9551,0.31,0.25,0.16,0.03,0.02,0.01
Colombia,1952,COL,South America,13953086,8021843373,0.85,0.06,106.0785,0.34,0.27,0.18,0.03,0.02,0.01
Colombia,1953,COL,South America,14856597,9495303126,1.0,0.07,105.3835,0.4,0.32,0.21,0.04,0.02,0.01
Colombia,1954,COL,South America,16082285,11305423225,1.04,0.06,91.8781,0.42,0.33,0.22,0.04,0.02,0.01
Colombia,1955,COL,South America,16805149,12892724779,1.21,0.07,93.7548,0.48,0.39,0.25,0.05,0.02,0.01
Colombia,1956,COL,South America,18018083,14912626927,1.5,0.08,100.777,0.6,0.48,0.32,0.06,0.03,0.02
Colombia,1957,COL,South America,18528110,17921462989,1.55,0.08,86.5681,0.62,0.5,0.33,0.06,0.03,0.02
Colombia,1958,COL,South America,19306686,19075964508,1.99,0.1,104.3197,0.8,0.64,0.42,0.08,0.04,0.02
Colombia,1959,COL,South America,20332781,21674600347,2.03,0.1,93.857,0.81,0.65,0.43,0.08,0.04,0.02
Colombia,1960,COL,South America,21114402,23437969515,2.55,0.12,108.9903,1.02,0.82,0.54,0.1,0.05,0.03
Colombia,1961,COL,South America,21613980,25790406985,2.81,0.13,108.8275,1.12,0.9,0.59,0.11,0.06,0.03
Colombia,1962,COL,South America,21983057,30639329751,3.32,0.15,108.4675,1.33,1.06,0.7,0.13,0.07,0.03
Colombia,1963,COL,South America,22922630,32975751491,3.84,0.17,116.5498,1.54,1.23,0.81,0.15,0.08,0.04
Colombia,1964,COL,South America,24062816,36718263597,4.18,0.17,113.8044,1.67,1.34,0.88,0.17,0.08,0.04
Colombia,1965,COL,South America,24520374,37573655465,4.61,0.19,122.6719,1.84,1.47,0.97,0.18,0.09,0.05
Colombia,1966,COL,South America,25226036,42498616885,5.23,0.21,122.9677,2.09,1.67,1.1,0.21,0.1,0.05
Colombia,1967,COL,South America,25067831,44435222796,6.41,0.26,144.3269,2.57,2.05,1.35,0.26,0.13,0.06
Colombia,1968,COL,South America,26129816,47686959026,7.23,0.28,151.5586,2.89,2.31,1.52,0.29,0.14,0.07
Colombia,1969,COL,South America,26928497,50011601277,8.47,0.31,169.268,3.39,2.71,1.78,0.34,0.17,0.08
Colombia,1970,COL,South America,27731309,54156178471,9.3,0.34,171.7451,3.72,2.98,1.95,0.37,0.19,0.09
Colombia,1971,COL,South America,27455494,58838412238,10.4,0.38,176.8383,4.16,3.33,2.19,0.42,0.21,0.1
Colombia,1972,COL,South America,28943157,61375214289,11.72,0.4,190.9662,4.69,3.75,2.46,0.47,0.23,0.12
Colombia,1973,COL,South America,29170514,71037903075,12.52,0.43,176.2801,5.01,4.01,2.63,0.5,0.25,0.13
Colombia,1974,COL,South America,29320714,70385545592,14.75,0.5,209.4905,5.9,4.72,3.1,0.59,0.29,0.15
Colombia,1975,COL,South America,30017905,73051445949,18.07,0.6,247.3498,7.23,5.78,3.79,0.72,0.36,0.18
Colombia,1976,COL,South America,30522574,77626896253,19.95,0.65,257.0268,7.98,6.38,4.19,0.8,0.4,0.2
